request_id,timestamp,model_version,prompt_version,query_category,retrieval_score,retrieval_success,tool_required,tool_selected_correctly,structured_output_valid,groundedness_score,correctness_score,human_pass,latency_seconds,input_tokens,output_tokens,cost_usd,failure_category
REQ-02047,2026-05-18 23:39:36,model_v1,prompt_v1,billing,0.678,True,True,True,True,0.796,0.839,False,3.64,3156,501,0.0093,none
REQ-02048,2026-05-18 23:42:58,model_v1,prompt_v1,technical_support,0.705,True,True,True,True,0.812,0.741,True,2.64,1033,561,0.0054,answer_quality_failure
REQ-02049,2026-05-18 23:48:45,model_v1,prompt_v1,general,0.78,True,True,True,True,0.913,0.912,True,2.85,3210,365,0.0086,none
REQ-02050,2026-05-19 00:07:52,model_v1,prompt_v1,billing,0.8,True,False,True,True,0.923,0.699,True,2.82,3205,689,0.0105,answer_quality_failure
REQ-02051,2026-05-19 00:14:00,model_v1,prompt_v1,product_question,0.878,True,False,True,True,0.876,0.897,True,2.89,2844,372,0.0079,none
REQ-02052,2026-05-19 00:14:53,model_v1,prompt_v1,technical_support,0.751,True,True,True,True,0.675,0.815,True,3.73,1935,314,0.0058,grounding_failure
REQ-02053,2026-05-19 00:20:10,model_v1,prompt_v1,billing,0.97,True,False,True,True,0.802,0.903,True,2.42,1243,123,0.0032,none
REQ-02054,2026-05-19 00:20:15,model_v1,prompt_v1,billing,0.883,True,True,True,True,0.753,0.869,True,3.17,2929,233,0.0073,none
REQ-02055,2026-05-19 00:25:15,model_v1,prompt_v1,account,0.904,True,True,True,True,0.857,0.931,True,3.79,1115,803,0.007,none
REQ-02056,2026-05-19 00:30:31,model_v1,prompt_v1,billing,0.668,True,True,False,True,0.751,0.698,True,2.83,3060,561,0.0095,tool_selection_failure
REQ-02057,2026-05-19 00:35:16,model_v1,prompt_v1,technical_support,0.658,True,False,True,True,0.766,0.709,True,2.76,955,149,0.0028,answer_quality_failure
REQ-02058,2026-05-19 00:55:11,model_v1,prompt_v1,policy,0.807,True,True,True,True,0.865,0.749,True,2.76,1404,784,0.0075,answer_quality_failure
REQ-02059,2026-05-19 01:00:49,model_v1,prompt_v1,product_question,0.804,True,True,True,True,0.765,0.858,True,3.37,1238,456,0.0052,none
REQ-02060,2026-05-19 01:02:56,model_v1,prompt_v1,general,0.906,True,True,True,True,0.985,0.968,False,2.63,2583,247,0.0066,none
REQ-02061,2026-05-19 01:09:37,model_v1,prompt_v1,technical_support,0.868,True,False,True,True,0.976,0.925,True,3.51,3400,678,0.0109,none
REQ-02062,2026-05-19 01:11:08,model_v1,prompt_v1,product_question,0.72,True,True,True,True,0.697,0.793,False,2.41,1050,259,0.0037,grounding_failure
REQ-02063,2026-05-19 01:19:30,model_v1,prompt_v1,product_question,0.901,True,False,True,False,0.878,0.889,True,2.09,2511,354,0.0071,invalid_structured_output
REQ-02064,2026-05-19 01:46:51,model_v1,prompt_v1,account,0.897,True,True,True,True,0.931,0.859,True,3.12,962,691,0.0061,none
REQ-02065,2026-05-19 01:55:38,model_v1,prompt_v1,account,0.825,True,False,True,True,0.938,0.924,True,2.67,1418,758,0.0074,none
REQ-02066,2026-05-19 02:33:31,model_v1,prompt_v1,technical_support,0.963,True,True,True,True,0.968,0.896,True,2.98,593,622,0.0049,none
REQ-02067,2026-05-19 02:39:29,model_v1,prompt_v1,policy,0.464,False,False,True,False,0.559,0.605,True,1.91,2193,772,0.009,retrieval_failure
REQ-02068,2026-05-19 02:44:18,model_v1,prompt_v1,technical_support,0.794,True,True,True,True,0.744,0.826,True,2.9,2387,887,0.0101,none
REQ-02069,2026-05-19 03:04:49,model_v1,prompt_v1,account,0.61,True,False,True,True,0.621,0.762,True,2.61,1846,446,0.0064,grounding_failure
REQ-02070,2026-05-19 03:26:46,model_v1,prompt_v1,general,0.949,True,True,True,True,0.898,0.726,False,3.26,3488,156,0.0079,answer_quality_failure
REQ-02071,2026-05-19 03:46:19,model_v1,prompt_v1,billing,0.789,True,True,True,True,0.777,0.851,True,3.58,2201,567,0.0078,none
REQ-02072,2026-05-19 04:30:43,model_v1,prompt_v1,general,0.976,True,False,True,True,0.844,0.873,True,2.89,2255,451,0.0072,none
REQ-02073,2026-05-19 04:35:33,model_v1,prompt_v1,policy,0.612,True,False,True,True,0.747,0.742,True,2.84,1752,797,0.0083,answer_quality_failure
REQ-02074,2026-05-19 04:44:35,model_v1,prompt_v1,policy,0.692,True,False,True,True,0.725,0.629,True,2.66,1383,267,0.0044,answer_quality_failure
REQ-02075,2026-05-19 05:02:12,model_v1,prompt_v1,policy,0.93,True,False,True,True,0.935,0.857,True,2.45,2505,849,0.0101,none
REQ-02076,2026-05-19 05:57:36,model_v1,prompt_v1,account,0.779,True,False,True,True,0.715,0.849,True,2.04,1549,608,0.0067,none
REQ-02077,2026-05-19 05:59:17,model_v1,prompt_v1,product_question,0.793,True,False,True,True,0.886,0.899,True,2.18,3139,781,0.011,none
REQ-02078,2026-05-19 06:26:06,model_v1,prompt_v1,policy,0.925,True,False,True,True,0.959,0.894,True,2.16,1097,580,0.0057,none
REQ-02079,2026-05-19 06:28:44,model_v1,prompt_v1,policy,0.853,True,True,True,True,0.935,0.97,True,3.08,3173,153,0.0073,none
REQ-02080,2026-05-19 06:42:49,model_v1,prompt_v1,account,0.56,False,True,False,False,0.656,0.615,True,4.48,1803,135,0.0044,retrieval_failure
REQ-02081,2026-05-19 07:34:26,model_v1,prompt_v1,account,0.872,True,True,True,True,0.85,0.874,True,2.29,3044,338,0.0081,none
REQ-02082,2026-05-19 07:37:51,model_v1,prompt_v1,technical_support,0.807,True,False,True,True,0.868,0.78,True,2.16,2068,138,0.005,none
REQ-02083,2026-05-19 07:44:00,model_v1,prompt_v1,technical_support,0.68,True,False,True,True,0.833,0.736,True,2.23,1412,244,0.0043,answer_quality_failure
REQ-02084,2026-05-19 07:48:27,model_v1,prompt_v1,product_question,0.8,True,True,False,True,0.818,0.789,True,3.36,2307,556,0.008,tool_selection_failure
REQ-02085,2026-05-19 07:53:31,model_v1,prompt_v1,policy,0.941,True,False,True,True,0.802,0.734,False,2.18,3486,867,0.0122,answer_quality_failure
REQ-02086,2026-05-19 08:12:33,model_v1,prompt_v1,policy,0.904,True,False,True,True,0.856,0.876,True,2.07,3035,435,0.0087,none
REQ-02087,2026-05-19 08:35:56,model_v1,prompt_v1,product_question,0.798,True,False,True,True,0.914,0.864,True,3.1,2836,373,0.0079,none
REQ-02088,2026-05-19 09:07:51,model_v1,prompt_v1,account,0.891,True,True,False,True,0.933,0.834,True,8.33,2045,122,0.0048,tool_selection_failure
REQ-02089,2026-05-19 09:21:40,model_v1,prompt_v1,technical_support,0.669,True,False,True,True,0.756,0.826,True,4.61,2954,473,0.0087,none
REQ-02090,2026-05-19 09:25:11,model_v1,prompt_v1,technical_support,0.641,True,True,True,True,0.687,0.681,True,2.92,3403,460,0.0096,grounding_failure
REQ-02091,2026-05-19 09:45:13,model_v1,prompt_v1,account,0.93,True,True,True,True,1.0,0.904,True,2.77,2041,223,0.0054,none
REQ-02092,2026-05-19 09:46:55,model_v1,prompt_v1,billing,0.505,False,False,True,True,0.556,0.591,False,1.78,1572,685,0.0073,retrieval_failure
REQ-02093,2026-05-19 09:59:33,model_v1,prompt_v1,technical_support,0.826,True,True,True,True,0.838,0.813,True,4.19,2289,354,0.0067,none
REQ-02094,2026-05-19 10:07:13,model_v1,prompt_v1,account,0.971,True,False,True,True,0.965,0.918,True,2.43,846,730,0.0061,none
REQ-02095,2026-05-19 10:11:45,model_v1,prompt_v1,product_question,0.743,True,True,True,True,0.813,0.754,True,3.0,3006,483,0.0089,none
REQ-02096,2026-05-19 10:53:16,model_v1,prompt_v1,billing,0.667,True,False,True,True,0.678,0.787,True,2.58,3203,240,0.0078,grounding_failure
REQ-02097,2026-05-19 10:54:24,model_v1,prompt_v1,account,0.886,True,False,True,True,0.934,0.966,True,2.08,938,326,0.0038,none
REQ-02098,2026-05-19 10:56:54,model_v1,prompt_v1,billing,0.884,True,False,True,True,0.917,0.945,True,2.39,3278,122,0.0073,none
REQ-02099,2026-05-19 11:10:35,model_v1,prompt_v1,product_question,0.651,True,True,True,True,0.736,0.77,True,3.31,1836,797,0.0085,none
REQ-02100,2026-05-19 11:11:27,model_v1,prompt_v1,product_question,0.619,True,True,True,True,0.733,0.653,True,4.42,895,341,0.0038,answer_quality_failure
REQ-02101,2026-05-19 11:30:46,model_v1,prompt_v1,technical_support,0.888,True,True,True,True,0.84,0.855,True,4.98,2540,219,0.0064,none
REQ-02102,2026-05-19 11:41:02,model_v1,prompt_v1,billing,0.9,True,True,True,True,1.0,1.0,True,3.55,3179,757,0.0109,none
REQ-02103,2026-05-19 12:02:15,model_v1,prompt_v1,general,0.598,False,True,True,True,0.784,0.702,True,3.23,1682,836,0.0084,retrieval_failure
REQ-02104,2026-05-19 12:17:01,model_v1,prompt_v1,product_question,0.95,True,False,True,True,0.872,0.919,True,2.52,3237,393,0.0088,none
REQ-02105,2026-05-19 12:51:12,model_v1,prompt_v1,product_question,0.643,True,False,True,True,0.707,0.626,True,3.37,3083,828,0.0111,answer_quality_failure
REQ-02106,2026-05-19 12:53:09,model_v1,prompt_v1,technical_support,0.861,True,False,True,True,0.941,0.904,True,4.21,2259,371,0.0067,none
REQ-02107,2026-05-19 13:05:53,model_v1,prompt_v1,policy,0.677,True,False,True,True,0.787,0.71,True,3.45,2498,371,0.0072,answer_quality_failure
REQ-02108,2026-05-19 13:18:14,model_v1,prompt_v1,general,0.78,True,True,True,True,0.817,0.789,True,2.55,3447,119,0.0076,none
REQ-02109,2026-05-19 13:39:59,model_v1,prompt_v1,technical_support,0.733,True,False,True,True,0.709,0.591,False,3.31,2987,758,0.0105,answer_quality_failure
REQ-02110,2026-05-19 13:46:09,model_v1,prompt_v1,product_question,0.891,True,False,True,True,0.819,0.852,True,2.12,1125,614,0.0059,none
REQ-02111,2026-05-19 13:50:26,model_v1,prompt_v1,account,0.647,True,True,True,False,0.728,0.777,True,4.19,2964,831,0.0109,invalid_structured_output
REQ-02112,2026-05-19 14:04:22,model_v1,prompt_v1,product_question,0.711,True,True,True,True,0.882,0.846,True,4.71,2546,805,0.0099,none
REQ-02113,2026-05-19 14:20:15,model_v1,prompt_v1,technical_support,0.862,True,True,False,True,0.944,0.8,True,3.61,2273,832,0.0095,tool_selection_failure
REQ-02114,2026-05-19 14:32:49,model_v1,prompt_v1,billing,0.719,True,False,True,True,0.813,0.823,True,2.13,2918,334,0.0078,none
REQ-02115,2026-05-19 15:00:59,model_v1,prompt_v1,general,0.871,True,True,True,True,0.921,0.93,True,2.66,2852,507,0.0087,none
REQ-02116,2026-05-19 15:20:12,model_v1,prompt_v1,general,0.83,True,True,True,True,0.682,0.748,False,3.32,1542,309,0.0049,grounding_failure
REQ-02117,2026-05-19 15:20:54,model_v1,prompt_v1,account,0.65,True,True,True,True,0.747,0.787,False,4.09,3117,442,0.0089,none
REQ-02118,2026-05-19 16:02:55,model_v1,prompt_v1,general,0.796,True,True,True,True,0.841,0.798,True,2.45,2769,892,0.0109,none
REQ-02119,2026-05-19 16:29:33,model_v1,prompt_v1,account,0.874,True,False,True,True,0.767,0.755,True,1.78,3476,470,0.0098,none
REQ-02120,2026-05-19 16:30:45,model_v1,prompt_v1,technical_support,0.964,True,True,False,True,1.0,0.842,True,4.57,802,306,0.0034,tool_selection_failure
REQ-02121,2026-05-19 16:31:12,model_v1,prompt_v1,general,0.801,True,True,True,True,0.856,0.837,True,3.24,2778,366,0.0078,none
REQ-02122,2026-05-19 16:32:55,model_v1,prompt_v1,account,0.774,True,False,True,True,0.845,0.719,True,2.52,2096,452,0.0069,answer_quality_failure
REQ-02123,2026-05-19 16:44:45,model_v1,prompt_v1,technical_support,0.839,True,False,True,True,0.795,0.703,True,2.63,2241,507,0.0075,answer_quality_failure
REQ-02124,2026-05-19 16:58:16,model_v1,prompt_v1,product_question,0.715,True,False,True,True,0.786,0.791,True,2.05,572,687,0.0053,none
REQ-02125,2026-05-19 17:17:12,model_v1,prompt_v1,billing,0.969,True,True,True,False,0.943,0.942,True,3.56,2564,752,0.0096,invalid_structured_output
REQ-02126,2026-05-19 17:17:53,model_v1,prompt_v1,technical_support,0.822,True,False,True,True,0.971,0.846,True,3.77,3010,357,0.0082,none
REQ-02127,2026-05-19 17:39:09,model_v1,prompt_v1,account,0.689,True,True,True,True,0.818,0.77,True,2.11,2212,650,0.0083,none
REQ-02128,2026-05-19 17:52:28,model_v1,prompt_v1,product_question,0.825,True,False,True,True,0.853,0.874,False,3.23,1842,645,0.0076,none
REQ-02129,2026-05-19 17:55:35,model_v1,prompt_v1,billing,0.796,True,False,True,True,0.714,0.683,False,2.42,1161,825,0.0073,answer_quality_failure
REQ-02130,2026-05-19 18:22:53,model_v1,prompt_v1,account,0.563,False,True,True,True,0.581,0.487,True,2.93,1585,828,0.0081,retrieval_failure
REQ-02131,2026-05-19 18:30:32,model_v1,prompt_v1,product_question,0.917,True,False,True,True,0.719,0.891,True,2.63,789,259,0.0031,none
REQ-02132,2026-05-19 18:33:21,model_v1,prompt_v1,billing,0.823,True,True,True,True,0.814,0.846,True,2.83,2040,822,0.009,none
REQ-02133,2026-05-19 19:00:29,model_v1,prompt_v1,technical_support,0.859,True,True,True,True,0.897,0.892,True,3.1,3481,534,0.0102,none
REQ-02134,2026-05-19 19:06:35,model_v1,prompt_v1,product_question,0.983,True,False,True,False,0.947,0.878,True,2.94,596,860,0.0064,invalid_structured_output
REQ-02135,2026-05-19 19:09:59,model_v1,prompt_v1,policy,0.893,True,True,True,True,0.928,0.894,True,3.34,3409,100,0.0074,none
REQ-02136,2026-05-19 19:10:04,model_v1,prompt_v1,billing,0.909,True,False,True,True,1.0,0.972,True,2.19,1429,705,0.0071,none
REQ-02137,2026-05-19 19:25:18,model_v1,prompt_v1,general,0.722,True,False,True,True,0.705,0.763,False,2.94,1415,303,0.0046,none
REQ-02138,2026-05-19 19:46:05,model_v1,prompt_v1,product_question,0.835,True,False,True,True,0.778,0.788,False,4.42,1713,857,0.0086,none
REQ-02139,2026-05-19 19:58:59,model_v1,prompt_v1,technical_support,0.756,True,True,False,True,0.802,0.753,True,3.22,2556,152,0.006,tool_selection_failure
REQ-02140,2026-05-19 20:16:44,model_v1,prompt_v1,policy,0.921,True,True,True,True,0.791,0.942,True,2.6,2992,589,0.0095,none
REQ-02141,2026-05-19 20:18:24,model_v1,prompt_v1,product_question,0.906,True,True,True,True,0.887,0.888,True,2.44,1817,191,0.0048,none
REQ-02142,2026-05-19 20:20:43,model_v1,prompt_v1,product_question,0.473,False,False,True,True,0.577,0.538,True,4.04,1959,894,0.0093,retrieval_failure
REQ-02143,2026-05-19 20:27:36,model_v1,prompt_v1,technical_support,0.916,True,False,True,True,0.808,0.966,True,2.41,859,748,0.0062,none
REQ-02144,2026-05-19 20:31:22,model_v1,prompt_v1,policy,0.795,True,False,True,True,0.728,0.771,True,2.3,1385,525,0.0059,none
REQ-02145,2026-05-19 20:44:06,model_v1,prompt_v1,general,0.762,True,False,True,True,0.76,0.74,True,2.78,3121,474,0.0091,answer_quality_failure
REQ-02146,2026-05-19 20:47:20,model_v1,prompt_v1,product_question,0.666,True,False,True,True,0.686,0.683,True,3.05,3068,684,0.0102,grounding_failure
REQ-02147,2026-05-19 20:47:54,model_v1,prompt_v1,policy,0.629,True,False,True,True,0.686,0.733,False,2.52,1529,566,0.0065,grounding_failure
REQ-02148,2026-05-19 21:08:48,model_v1,prompt_v1,policy,0.943,True,False,True,True,1.0,0.887,True,3.54,2400,856,0.0099,none
REQ-02149,2026-05-19 21:13:28,model_v1,prompt_v1,general,0.771,True,False,True,True,0.876,0.717,True,2.34,2832,492,0.0086,answer_quality_failure
REQ-02150,2026-05-19 21:25:26,model_v1,prompt_v1,general,0.767,True,True,True,True,0.828,0.828,True,2.33,1984,627,0.0077,none
REQ-02151,2026-05-19 22:16:23,model_v1,prompt_v1,account,0.789,True,False,True,True,0.862,0.832,True,3.67,3380,676,0.0108,none
REQ-02152,2026-05-19 23:07:41,model_v1,prompt_v1,billing,0.958,True,False,True,True,0.853,0.899,True,2.3,1775,208,0.0048,none
REQ-02153,2026-05-19 23:13:36,model_v1,prompt_v1,product_question,0.955,True,False,True,True,0.966,0.858,True,1.8,2701,375,0.0077,none
REQ-02154,2026-05-19 23:14:43,model_v1,prompt_v1,technical_support,0.836,True,True,True,True,0.775,0.794,True,2.79,1219,188,0.0036,none
REQ-02155,2026-05-20 00:44:33,model_v1,prompt_v1,product_question,0.597,False,True,True,True,0.731,0.727,True,3.16,1318,110,0.0033,retrieval_failure
REQ-02156,2026-05-20 01:18:04,model_v1,prompt_v1,policy,0.522,False,True,True,True,0.769,0.682,False,3.36,3261,385,0.0088,retrieval_failure
REQ-02157,2026-05-20 01:48:04,model_v1,prompt_v1,general,0.827,True,False,True,True,0.909,0.867,True,2.4,1217,631,0.0062,none
REQ-02158,2026-05-20 01:49:36,model_v1,prompt_v1,technical_support,0.766,True,False,True,True,0.862,0.901,True,2.57,2979,274,0.0076,none
REQ-02159,2026-05-20 01:50:30,model_v1,prompt_v1,product_question,0.749,True,False,True,True,0.714,0.78,True,1.83,2655,494,0.0083,none
REQ-02160,2026-05-20 02:15:18,model_v1,prompt_v1,account,0.648,True,True,True,True,0.723,0.751,False,3.08,2738,723,0.0098,none
REQ-02161,2026-05-20 02:21:10,model_v1,prompt_v1,technical_support,0.76,True,True,True,True,0.816,0.739,True,3.09,1551,237,0.0045,answer_quality_failure
REQ-02162,2026-05-20 02:29:55,model_v1,prompt_v1,billing,0.647,True,False,True,True,0.797,0.671,False,2.64,974,453,0.0047,answer_quality_failure
REQ-02163,2026-05-20 02:33:17,model_v1,prompt_v1,technical_support,0.717,True,False,True,True,0.719,0.792,True,2.97,2919,354,0.008,none
REQ-02164,2026-05-20 02:56:17,model_v1,prompt_v1,technical_support,0.652,True,False,True,True,0.721,0.694,True,3.78,2840,732,0.0101,answer_quality_failure
REQ-02165,2026-05-20 03:17:52,model_v1,prompt_v1,policy,0.788,True,True,False,True,0.93,0.681,True,4.4,3290,706,0.0108,tool_selection_failure
REQ-02166,2026-05-20 03:24:06,model_v1,prompt_v1,product_question,0.508,False,True,True,True,0.639,0.667,True,3.0,1974,225,0.0053,retrieval_failure
REQ-02167,2026-05-20 03:31:13,model_v1,prompt_v1,technical_support,0.645,True,False,True,True,0.566,0.743,True,2.49,2685,494,0.0083,grounding_failure
REQ-02168,2026-05-20 03:37:14,model_v1,prompt_v1,billing,0.629,True,False,True,True,0.634,0.627,True,2.26,877,696,0.0059,grounding_failure
REQ-02169,2026-05-20 03:45:38,model_v1,prompt_v1,billing,0.973,True,False,True,True,0.89,0.806,False,2.31,3054,648,0.01,none
REQ-02170,2026-05-20 04:00:10,model_v1,prompt_v1,general,0.871,True,False,True,True,0.8,0.927,True,2.35,1139,415,0.0048,none
REQ-02171,2026-05-20 04:10:23,model_v1,prompt_v1,general,0.492,False,False,True,True,0.642,0.709,True,3.8,3466,521,0.0101,retrieval_failure
REQ-02172,2026-05-20 04:17:29,model_v1,prompt_v1,technical_support,0.919,True,True,True,True,0.983,0.97,True,3.8,1046,616,0.0058,none
REQ-02173,2026-05-20 04:17:51,model_v1,prompt_v1,account,0.964,True,True,False,True,1.0,0.833,False,3.08,3088,316,0.0081,tool_selection_failure
REQ-02174,2026-05-20 04:23:37,model_v1,prompt_v1,technical_support,0.782,True,False,True,True,0.911,0.812,True,2.48,3384,328,0.0087,none
REQ-02175,2026-05-20 04:27:32,model_v1,prompt_v1,product_question,0.765,True,False,True,True,0.761,0.809,True,1.91,2283,338,0.0066,none
REQ-02176,2026-05-20 04:34:47,model_v1,prompt_v1,technical_support,0.885,True,False,True,True,0.865,0.918,True,2.82,2096,347,0.0063,none
REQ-02177,2026-05-20 05:12:55,model_v1,prompt_v1,billing,0.694,True,False,True,True,0.75,0.742,True,2.26,933,545,0.0051,answer_quality_failure
REQ-02178,2026-05-20 05:36:55,model_v1,prompt_v1,technical_support,0.965,True,True,True,True,1.0,1.0,True,3.3,2291,393,0.0069,none
REQ-02179,2026-05-20 05:53:43,model_v1,prompt_v1,account,0.971,True,True,True,True,0.965,0.964,True,2.85,1484,633,0.0068,none
REQ-02180,2026-05-20 05:57:04,model_v1,prompt_v1,technical_support,0.864,True,True,True,True,0.858,0.861,True,4.7,2305,898,0.01,none
REQ-02181,2026-05-20 06:08:08,model_v1,prompt_v1,billing,0.923,True,True,True,True,0.842,0.867,True,3.22,1402,580,0.0063,none
REQ-02182,2026-05-20 06:12:27,model_v1,prompt_v1,product_question,0.678,True,False,True,True,0.831,0.777,True,3.02,3178,801,0.0112,none
REQ-02183,2026-05-20 06:42:19,model_v1,prompt_v1,technical_support,0.88,True,False,True,True,0.791,0.867,True,2.6,1428,574,0.0063,none
REQ-02184,2026-05-20 06:43:44,model_v1,prompt_v1,account,0.864,True,False,True,True,0.886,0.793,True,3.38,2434,191,0.006,none
REQ-02185,2026-05-20 06:45:17,model_v1,prompt_v1,technical_support,0.76,True,True,True,True,0.794,0.718,True,3.18,2669,806,0.0102,answer_quality_failure
REQ-02186,2026-05-20 06:53:50,model_v1,prompt_v1,technical_support,0.731,True,False,True,True,0.757,0.724,True,3.45,2585,179,0.0062,answer_quality_failure
REQ-02187,2026-05-20 07:04:20,model_v1,prompt_v1,policy,0.6,False,False,True,True,0.829,0.708,False,3.7,1088,730,0.0066,retrieval_failure
REQ-02188,2026-05-20 07:12:36,model_v1,prompt_v1,general,0.927,True,True,True,True,0.946,0.914,True,2.95,3029,570,0.0095,none
REQ-02189,2026-05-20 07:19:58,model_v1,prompt_v1,billing,0.769,True,False,True,True,0.878,0.789,False,2.94,3465,150,0.0078,none
REQ-02190,2026-05-20 07:33:26,model_v1,prompt_v1,general,0.933,True,False,True,True,0.829,0.876,True,1.99,2094,510,0.0072,none
REQ-02191,2026-05-20 08:51:16,model_v1,prompt_v1,product_question,0.719,True,False,True,True,0.845,0.699,True,2.23,2597,474,0.008,answer_quality_failure
REQ-02192,2026-05-20 09:13:02,model_v1,prompt_v1,product_question,0.822,True,False,True,True,0.937,0.926,True,1.97,2544,421,0.0076,none
REQ-02193,2026-05-20 09:18:01,model_v1,prompt_v1,technical_support,0.84,True,False,True,True,0.869,0.762,False,2.74,1011,482,0.0049,none
REQ-02194,2026-05-20 09:31:52,model_v1,prompt_v1,technical_support,0.405,False,False,True,True,0.536,0.585,True,2.24,2406,562,0.0082,retrieval_failure
REQ-02195,2026-05-20 09:57:59,model_v1,prompt_v1,billing,0.936,True,False,True,True,0.856,0.824,True,2.39,1806,367,0.0058,none
REQ-02196,2026-05-20 10:13:24,model_v1,prompt_v1,general,0.644,True,False,True,True,0.724,0.745,False,1.97,3379,448,0.0094,answer_quality_failure
REQ-02197,2026-05-20 10:31:35,model_v1,prompt_v1,product_question,0.881,True,True,True,True,0.862,0.955,True,3.71,1391,152,0.0037,none
REQ-02198,2026-05-20 11:05:07,model_v1,prompt_v1,technical_support,0.692,True,True,True,True,0.712,0.788,True,3.4,2525,891,0.0104,none
REQ-02199,2026-05-20 11:09:08,model_v1,prompt_v1,technical_support,0.843,True,False,True,True,0.885,0.797,True,2.46,860,859,0.0069,none
REQ-02200,2026-05-20 11:24:15,model_v1,prompt_v1,billing,0.977,True,True,True,True,0.953,0.942,True,2.82,848,269,0.0033,none
REQ-02201,2026-05-20 11:28:39,model_v1,prompt_v1,billing,0.902,True,False,True,True,0.864,0.85,True,1.79,1918,841,0.0089,none
REQ-02202,2026-05-20 11:55:36,model_v1,prompt_v1,product_question,0.907,True,True,True,True,0.868,0.796,False,2.94,3100,572,0.0096,none
REQ-02203,2026-05-20 12:00:24,model_v1,prompt_v1,technical_support,0.499,False,False,True,True,0.509,0.661,False,2.27,1983,227,0.0053,retrieval_failure
REQ-02204,2026-05-20 12:04:26,model_v1,prompt_v1,policy,0.796,True,True,True,True,0.809,0.95,True,3.41,1201,439,0.005,none
REQ-02205,2026-05-20 12:10:43,model_v1,prompt_v1,product_question,0.828,True,False,True,True,0.755,0.889,True,3.67,2850,107,0.0063,none
REQ-02206,2026-05-20 12:11:17,model_v1,prompt_v1,product_question,0.769,True,False,True,True,0.776,0.717,True,3.73,2410,322,0.0068,answer_quality_failure
REQ-02207,2026-05-20 12:21:52,model_v1,prompt_v1,policy,0.636,True,False,True,True,0.738,0.845,False,2.85,1256,781,0.0072,none
REQ-02208,2026-05-20 12:32:52,model_v1,prompt_v1,billing,0.627,True,True,True,True,0.581,0.64,True,5.25,3293,634,0.0104,grounding_failure
REQ-02209,2026-05-20 12:49:59,model_v1,prompt_v1,product_question,0.825,True,False,True,True,0.819,0.801,True,2.16,2502,672,0.009,none
REQ-02210,2026-05-20 13:01:19,model_v1,prompt_v1,product_question,0.706,True,True,True,True,0.786,0.719,True,4.09,2627,464,0.008,answer_quality_failure
REQ-02211,2026-05-20 13:17:23,model_v1,prompt_v1,account,0.454,False,True,True,True,0.49,0.586,True,3.52,2295,719,0.0089,retrieval_failure
REQ-02212,2026-05-20 13:41:06,model_v1,prompt_v1,account,0.874,True,True,False,True,0.827,0.677,False,3.89,1198,802,0.0072,tool_selection_failure
REQ-02213,2026-05-20 13:54:21,model_v1,prompt_v1,account,0.933,True,False,True,True,0.815,0.815,True,2.0,1847,561,0.0071,none
REQ-02214,2026-05-20 14:01:23,model_v1,prompt_v1,account,0.884,True,True,True,True,0.937,0.953,True,3.43,2779,738,0.01,none
REQ-02215,2026-05-20 14:10:21,model_v1,prompt_v1,technical_support,0.972,True,True,True,True,0.889,1.0,True,3.12,3349,545,0.01,none
REQ-02216,2026-05-20 14:11:59,model_v1,prompt_v1,billing,0.885,True,True,False,True,0.829,0.672,True,3.2,2047,199,0.0053,tool_selection_failure
REQ-02217,2026-05-20 14:15:26,model_v1,prompt_v1,product_question,0.519,False,False,True,True,0.699,0.722,False,2.72,3321,104,0.0073,retrieval_failure
REQ-02218,2026-05-20 14:59:28,model_v1,prompt_v1,billing,0.862,True,True,True,True,0.843,0.776,True,2.89,1042,149,0.003,none
REQ-02219,2026-05-20 15:03:23,model_v1,prompt_v1,billing,0.804,True,True,True,True,0.95,0.821,True,4.37,2255,679,0.0086,none
REQ-02220,2026-05-20 15:27:42,model_v1,prompt_v1,account,0.845,True,True,True,True,0.887,0.776,True,3.18,1957,198,0.0051,none
REQ-02221,2026-05-20 15:37:27,model_v1,prompt_v1,account,0.83,True,True,True,True,0.872,0.901,True,2.9,773,666,0.0055,none
REQ-02222,2026-05-20 15:47:49,model_v1,prompt_v1,general,0.851,True,False,True,True,0.888,0.889,True,2.24,2113,686,0.0083,none
REQ-02223,2026-05-20 15:54:06,model_v1,prompt_v1,account,0.647,True,False,True,True,0.812,0.752,False,2.38,3266,776,0.0112,none
REQ-02224,2026-05-20 16:30:29,model_v1,prompt_v1,account,0.646,True,False,True,True,0.503,0.713,True,3.2,3385,889,0.0121,grounding_failure
REQ-02225,2026-05-20 16:55:10,model_v1,prompt_v1,account,0.658,True,False,True,True,0.776,0.778,False,3.51,1680,668,0.0074,none
REQ-02226,2026-05-20 16:57:06,model_v1,prompt_v1,technical_support,0.886,True,True,True,True,0.819,0.785,True,3.66,1810,885,0.0089,none
REQ-02227,2026-05-20 17:05:43,model_v1,prompt_v1,product_question,0.702,True,True,True,True,0.673,0.754,True,2.9,3009,470,0.0088,grounding_failure
REQ-02228,2026-05-20 17:11:49,model_v1,prompt_v1,policy,0.806,True,False,True,True,0.814,0.778,True,4.23,1989,288,0.0057,none
REQ-02229,2026-05-20 17:14:56,model_v1,prompt_v1,technical_support,0.893,True,False,True,True,0.874,0.825,True,1.82,2651,158,0.0062,none
